# DTStamp_FHdata_calc_accn_t (tangential acceleration) 2024-09-14 15:51:57 112587703 
# N[1] rtime[2], u[3], u_next[4], curr_alpha[5], curr_beta[6], curr_norm_accn[7], min_tang_accn[8], curr_tang_accn[9], max_tang_accn[10] eps[11] rho[12] check_tang_accn[13] 
  4480     4.480000  0.358883450  0.000079303 -0.255684825  0.966760193  0.000000000000000000 -31.031480425  -5.249000000  31.031480425  0.000000308340565   115.198209  5.249000000002724 
  4481     4.481000  0.358962753  0.000079333 -0.255441834  0.966824425  0.000000000000000000 -31.029418800  -5.234520000  31.029418800  0.000000308496756   115.068338  5.234520000001908 
  4482     4.482000  0.359042086  0.000079363 -0.255199000  0.966888551  0.000000000000056843 -31.027360875  -5.249000000  31.027360875  0.000000308653304   114.938440  5.249000000002724 
  4483     4.483000  0.359121449  0.000079393 -0.254956323  0.966952570  0.000000000000000000 -31.025306642  -5.249000000  31.025306642  0.000000308810230   114.808515  5.249000000002724 
  4484     4.484000  0.359200841  0.000079423 -0.254713803  0.967016483  0.000000000000000000 -31.023256090  -5.249000000  31.023256090  0.000000308967504   114.678565  5.249000000002724 
  4485     4.485000  0.359280264  0.000079453 -0.254471438  0.967080290  0.000000000000000000 -31.021209212  -5.249000000  31.021209212  0.000000309125172   114.548588  5.249000000002724 
  4486     4.486000  0.359359717  0.000079483 -0.254229229  0.967143991  0.000000000000000000 -31.019166000  -5.263500000  31.019166000  0.000000309283164   114.418586  5.263500000001642 
  4487     4.487000  0.359439200  0.000079513 -0.253987175  0.967207586  0.000000000000056843 -31.017126444  -5.263500000  31.017126444  0.000000309441561   114.288558  5.263500000001642 
  4488     4.488000  0.359518713  0.000079543 -0.253745276  0.967271076  0.000000000000000000 -31.015090536  -5.263500000  31.015090536  0.000000309600328   114.158504  5.263500000001642 
  4489     4.489000  0.359598256  0.000079573 -0.253503532  0.967334461  0.000000000000000000 -31.013058268  -5.263500000  31.013058268  0.000000309759449   114.028424  5.263500000001642 
  4490     4.490000  0.359677829  0.000079604 -0.253261942  0.967397741  0.000000000000000000 -31.011029630  -5.278020000  31.011029630  0.000000309918956   113.898319  5.278020000002215 
  4491     4.491000  0.359757432  0.000079634 -0.253020506  0.967460916  0.000000000000000000 -31.009004615  -5.263500000  31.009004615  0.000000310078841   113.768189  5.263500000001642 
  4492     4.492000  0.359837066  0.000079664 -0.252779224  0.967523986  0.000000000000000000 -31.006983215  -5.278020000  31.006983215  0.000000310239090   113.638034  5.278020000002215 
  4493     4.493000  0.359916730  0.000079695 -0.252538095  0.967586952 -0.000000000000056843 -31.004965419  -5.278020000  31.004965419  0.000000310399704   113.507854  5.278020000002215 
  4494     4.494000  0.359996425  0.000079725 -0.252297119  0.967649815  0.000000000000000000 -31.002951222  -5.292560000  31.002951222  0.000000310560695   113.377648  5.292560000000890 
  4495     4.495000  0.360076150  0.000079756 -0.252056296  0.967712573  0.000000000000000000 -31.000940612  -5.292560000  31.000940612  0.000000310722088   113.247418  5.292560000000890 
  4496     4.496000  0.360155906  0.000079786 -0.251815625  0.967775227  0.000000000000000000 -30.998933584  -5.278020000  30.998933584  0.000000310883818   113.117163  5.278020000002215 
  4497     4.497000  0.360235692  0.000079817 -0.251575106  0.967837779  0.000000000000000000 -30.996930128  -5.307120000  30.996930128  0.000000311045952   112.986884  5.307120000001220 
  4498     4.498000  0.360315509  0.000079848 -0.251334739  0.967900227  0.000000000000000000 -30.994930235  -5.292560000  30.994930235  0.000000311208475   112.856580  5.292560000000890 
  4499     4.499000  0.360395356  0.000079878 -0.251094524  0.967962572  0.000000000000000000 -30.992933898  -5.292560000  30.992933898  0.000000311371374   112.726252  5.292560000000890 
  4500     4.500000  0.360475235  0.000079909 -0.250854459  0.968024814  0.000000000000000000 -30.990941109  -5.307120000  30.990941109  0.000000311534643   112.595899  5.307120000001220 
  4501     4.501000  0.360555144  0.000079940 -0.250614545  0.968086954  0.000000000000000000 -30.988951858  -5.307120000  30.988951858  0.000000311698303   112.465523  5.307120000001220 
  4502     4.502000  0.360635084  0.000079971 -0.250374782  0.968148991  0.000000000000000000 -30.986966139  -5.321700000  30.986966139  0.000000311862348   112.335122  5.321699999999652 
  4503     4.503000  0.360715054  0.000080002 -0.250135168  0.968210926  0.000000000000000000 -30.984983942  -5.307120000  30.984983942  0.000000312026783   112.204698  5.307120000001220 
  4504     4.504000  0.360795056  0.000080033 -0.249895705  0.968272759  0.000000000000000000 -30.983005259  -5.321700000  30.983005259  0.000000312191603   112.074250  5.321699999999652 
  4505     4.505000  0.360875089  0.000080064 -0.249656391  0.968334491  0.000000000000000000 -30.981030083  -5.321700000  30.981030083  0.000000312356808   111.943778  5.321699999999652 
  4506     4.506000  0.360955153  0.000080095 -0.249417225  0.968396121  0.000000000000000000 -30.979058406  -5.321700000  30.979058406  0.000000312522415   111.813283  5.321699999999652 
  4507     4.507000  0.361035248  0.000080126 -0.249178209  0.968457650  0.000000000000000000 -30.977090218  -5.321700000  30.977090218  0.000000312688402   111.682765  5.321699999999652 
  4508     4.508000  0.361115374  0.000080157 -0.248939341  0.968519078  0.000000000000000000 -30.975125513  -5.336300000  30.975125513  0.000000312854780   111.552223  5.336299999999738 
  4509     4.509000  0.361195531  0.000080189 -0.248700622  0.968580405  0.000000000000000000 -30.973164282  -5.336300000  30.973164282  0.000000313021553   111.421658  5.336299999999738 
  4510     4.510000  0.361275720  0.000080220 -0.248462050  0.968641631  0.000000000000000000 -30.971206517  -5.336300000  30.971206517  0.000000313188711   111.291070  5.336299999999738 
  4511     4.511000  0.361355940  0.000080251 -0.248223626  0.968702757 -0.000000000000056843 -30.969252210  -5.336300000  30.969252210  0.000000313356267   111.160460  5.336299999999738 
  4512     4.512000  0.361436191  0.000080283 -0.247985349  0.968763783  0.000000000000000000 -30.967301353  -5.350920000  30.967301353  0.000000313524230   111.029826  5.350920000001480 
  4513     4.513000  0.361516474  0.000080314 -0.247747219  0.968824708  0.000000000000000000 -30.965353938  -5.350920000  30.965353938  0.000000313692588   110.899170  5.350920000001480 
  4514     4.514000  0.361596788  0.000080346 -0.247509235  0.968885534  0.000000000000000000 -30.963409957  -5.350920000  30.963409957  0.000000313861339   110.768492  5.350920000001480 
  4515     4.515000  0.361677134  0.000080377 -0.247271398  0.968946261  0.000000000000000000 -30.961469403  -5.350920000  30.961469403  0.000000314030506   110.637791  5.350920000001480 
  4516     4.516000  0.361757511  0.000080409 -0.247033706  0.969006887  0.000000000000000000 -30.959532267  -5.350920000  30.959532267  0.000000314200049   110.507068  5.350920000001480 
  4517     4.517000  0.361837920  0.000080441 -0.246796160  0.969067415  0.000000000000000000 -30.957598542  -5.365560000  30.957598542  0.000000314369983   110.376323  5.365560000001324 
  4518     4.518000  0.361918361  0.000080473 -0.246558760  0.969127844  0.000000000000056843 -30.955668220  -5.365560000  30.955668220  0.000000314540362   110.245556  5.365560000001324 
  4519     4.519000  0.361998833  0.000080504 -0.246321504  0.969188174  0.000000000000000000 -30.953741292  -5.365560000  30.953741292  0.000000314711119   110.114767  5.365560000001324 
  4520     4.520000  0.362079338  0.000080536 -0.246084393  0.969248405  0.000000000000000000 -30.951817752  -5.380220000  30.951817752  0.000000314882300   109.983956  5.380220000002822 
  4521     4.521000  0.362159874  0.000080568 -0.245847427  0.969308538  0.000000000000000000 -30.949897591  -5.365560000  30.949897591  0.000000315053870   109.853124  5.365560000001324 
  4522     4.522000  0.362240442  0.000080600 -0.245610604  0.969368573  0.000000000000000000 -30.947980801  -5.380220000  30.947980801  0.000000315225845   109.722270  5.380220000002822 
  4523     4.523000  0.362321042  0.000080632 -0.245373925  0.969428510  0.000000000000056843 -30.946067376  -5.380220000  30.946067376  0.000000315398256   109.591395  5.380220000002822 
  4524     4.524000  0.362401675  0.000080664 -0.245137390  0.969488350  0.000000000000000000 -30.944157306  -5.394900000  30.944157306  0.000000315571050   109.460498  5.394900000002423 
  4525     4.525000  0.362482339  0.000080696 -0.244900997  0.969548091  0.000000000000000000 -30.942250586  -5.380220000  30.942250586  0.000000315744267   109.329581  5.380220000002822 
  4526     4.526000  0.362563035  0.000080729 -0.244664747  0.969607736  0.000000000000000000 -30.940347206  -5.394900000  30.940347206  0.000000315917891   109.198642  5.394900000002423 
  4527     4.527000  0.362643764  0.000080761 -0.244428640  0.969667283  0.000000000000000000 -30.938447159  -5.394900000  30.938447159  0.000000316091924   109.067683  5.394900000002423 
  4528     4.528000  0.362724525  0.000080793 -0.244192675  0.969726733  0.000000000000000000 -30.936550438  -5.394900000  30.936550438  0.000000316266381   108.936703  5.394900000002423 
  4529     4.529000  0.362805318  0.000080826 -0.243956851  0.969786087 -0.000000000000056843 -30.934657035  -5.409600000  30.934657035  0.000000316441262   108.805702  5.409600000003678 
  4530     4.530000  0.362886144  0.000080858 -0.243721170  0.969845344  0.000000000000056843 -30.932766942  -5.394900000  30.932766942  0.000000316616547   108.674681  5.394900000002423 
  4531     4.531000  0.362967002  0.000080891 -0.243485629  0.969904505  0.000000000000000000 -30.930880153  -5.409600000  30.930880153  0.000000316792273   108.543639  5.409600000003678 
  4532     4.532000  0.363047893  0.000080923 -0.243250229  0.969963570  0.000000000000000000 -30.928996658  -5.424320000  30.928996658  0.000000316968387   108.412577  5.424320000003036 
  4533     4.533000  0.363128816  0.000080956 -0.243014969  0.970022538  0.000000000000000000 -30.927116452  -5.409600000  30.927116452  0.000000317144944   108.281496  5.409600000003678 
  4534     4.534000  0.363209772  0.000080988 -0.242779850  0.970081411  0.000000000000000000 -30.925239526  -5.424320000  30.925239526  0.000000317321919   108.150394  5.424320000003036 
  4535     4.535000  0.363290760  0.000081021 -0.242544871  0.970140189  0.000000000000000000 -30.923365873  -5.424320000  30.923365873  0.000000317499322   108.019272  5.424320000003036 
  4536     4.536000  0.363371781  0.000081054 -0.242310031  0.970198871  0.000000000000000000 -30.921495485  -5.424320000  30.921495485  0.000000317677140   107.888131  5.424320000003036 
  4537     4.537000  0.363452835  0.000081087 -0.242075331  0.970257458  0.000000000000000000 -30.919628355  -5.424320000  30.919628355  0.000000317855408   107.756970  5.424320000003036 
  4538     4.538000  0.363533922  0.000081120 -0.241840770  0.970315950 -0.000000000000056843 -30.917764477  -5.439060000  30.917764477  0.000000318034080   107.625789  5.439060000004048 
  4539     4.539000  0.363615042  0.000081153 -0.241606347  0.970374347  0.000000000000056843 -30.915903841  -5.439060000  30.915903841  0.000000318213181   107.494590  5.439060000004048 
  4540     4.540000  0.363696195  0.000081186 -0.241372062  0.970432650  0.000000000000000000 -30.914046441  -5.439060000  30.914046441  0.000000318392718   107.363371  5.439060000004048 
  4541     4.541000  0.363777380  0.000081219 -0.241137916  0.970490858  0.000000000000000000 -30.912192270  -5.439060000  30.912192270  0.000000318572673   107.232133  5.439060000004048 
  4542     4.542000  0.363858599  0.000081252 -0.240903907  0.970548972  0.000000000000000000 -30.910341321  -5.439060000  30.910341321  0.000000318753084   107.100876  5.439060000004048 
  4543     4.543000  0.363939851  0.000081285 -0.240670036  0.970606992  0.000000000000000000 -30.908493585  -5.453820000  30.908493585  0.000000318933917   106.969600  5.453820000003162 
  4544     4.544000  0.364021136  0.000081318 -0.240436302  0.970664919  0.000000000000000000 -30.906649056  -5.453820000  30.906649056  0.000000319115194   106.838306  5.453820000003162 
  4545     4.545000  0.364102455  0.000081352 -0.240202704  0.970722752  0.000000000000000000 -30.904807726  -5.453820000  30.904807726  0.000000319296902   106.706993  5.453820000003162 
  4546     4.546000  0.364183807  0.000081385 -0.239969243  0.970780491  0.000000000000000000 -30.902969589  -5.468600000  30.902969589  0.000000319479052   106.575662  5.468600000003931 
  4547     4.547000  0.364265192  0.000081419 -0.239735918  0.970838138  0.000000000000056843 -30.901134637  -5.468600000  30.901134637  0.000000319661647   106.444312  5.468600000003931 
  4548     4.548000  0.364346610  0.000081452 -0.239502730  0.970895691  0.000000000000000000 -30.899302862  -5.468600000  30.899302862  0.000000319844666   106.312944  5.468600000003931 
  4549     4.549000  0.364428062  0.000081486 -0.239269676  0.970953151  0.000000000000000000 -30.897474259  -5.468600000  30.897474259  0.000000320028136   106.181558  5.468600000003931 
  4550     4.550000  0.364509548  0.000081519 -0.239036758  0.971010519  0.000000000000000000 -30.895648819  -5.468600000  30.895648819  0.000000320212054   106.050154  5.468600000003931 
  4551     4.551000  0.364591067  0.000081553 -0.238803975  0.971067795  0.000000000000000000 -30.893826535  -5.483400000  30.893826535  0.000000320396409   105.918733  5.483400000002803 
  4552     4.552000  0.364672620  0.000081587 -0.238571326  0.971124978  0.000000000000000000 -30.892007400  -5.483400000  30.892007400  0.000000320581201   105.787294  5.483400000002803 
  4553     4.553000  0.364754207  0.000081620 -0.238338812  0.971182069  0.000000000000000000 -30.890191408  -5.483400000  30.890191408  0.000000320766464   105.655837  5.483400000002803 
  4554     4.554000  0.364835827  0.000081654 -0.238106431  0.971239068  0.000000000000000000 -30.888378551  -5.483400000  30.888378551  0.000000320952159   105.524363  5.483400000002803 
  4555     4.555000  0.364917482  0.000081688 -0.237874184  0.971295976  0.000000000000000000 -30.886568822  -5.498220000  30.886568822  0.000000321138313   105.392872  5.498220000003329 
  4556     4.556000  0.364999170  0.000081722 -0.237642071  0.971352792  0.000000000000056843 -30.884762214  -5.498220000  30.884762214  0.000000321324914   105.261363  5.498220000003329 
  4557     4.557000  0.365080892  0.000081756 -0.237410091  0.971409517  0.000000000000000000 -30.882958720  -5.498220000  30.882958720  0.000000321511970   105.129838  5.498220000003329 
  4558     4.558000  0.365162648  0.000081790 -0.237178243  0.971466150  0.000000000000000000 -30.881158333  -5.498220000  30.881158333  0.000000321699482   104.998296  5.498220000003329 
  4559     4.559000  0.365244439  0.000081825 -0.236946528  0.971522693 -0.000000000000056843 -30.879361047  -5.513060000  30.879361047  0.000000321887457   104.866737  5.513060000001957 
  4560     4.560000  0.365326263  0.000081859 -0.236714945  0.971579145  0.000000000000000000 -30.877566853  -5.513060000  30.877566853  0.000000322075875   104.735161  5.513060000001957 
  4561     4.561000  0.365408122  0.000081893 -0.236483494  0.971635506  0.000000000000000000 -30.875775746  -5.513060000  30.875775746  0.000000322264760   104.603569  5.513060000001957 
  4562     4.562000  0.365490015  0.000081927 -0.236252174  0.971691777  0.000000000000056843 -30.873987718  -5.513060000  30.873987718  0.000000322454091   104.471961  5.513060000001957 
  4563     4.563000  0.365571942  0.000081962 -0.236020986  0.971747958  0.000000000000000000 -30.872202762  -5.513060000  30.872202762  0.000000322643897   104.340337  5.513060000001957 
  4564     4.564000  0.365653904  0.000081996 -0.235789928  0.971804049  0.000000000000000000 -30.870420872  -5.527920000  30.870420872  0.000000322834170   104.208696  5.527920000002240 
  4565     4.565000  0.365735900  0.000082031 -0.235559001  0.971860050  0.000000000000000000 -30.868642041  -5.527920000  30.868642041  0.000000323024905   104.077040  5.527920000002240 
  4566     4.566000  0.365817931  0.000082065 -0.235328205  0.971915961  0.000000000000000000 -30.866866261  -5.527920000  30.866866261  0.000000323216084   103.945367  5.527920000002240 
  4567     4.567000  0.365899996  0.000082100 -0.235097538  0.971971783  0.000000000000000000 -30.865093527  -5.542800000  30.865093527  0.000000323407749   103.813679  5.542800000000625 
  4568     4.568000  0.365982096  0.000082135 -0.234867001  0.972027516  0.000000000000000000 -30.863323831  -5.542800000  30.863323831  0.000000323599887   103.681976  5.542800000000625 
  4569     4.569000  0.366064231  0.000082170 -0.234636593  0.972083160  0.000000000000000000 -30.861557166  -5.527920000  30.861557166  0.000000323792494   103.550257  5.527920000002240 
  4570     4.570000  0.366146401  0.000082204 -0.234406315  0.972138714 -0.000000000000056843 -30.859793526  -5.557700000  30.859793526  0.000000323985576   103.418523  5.557700000000665 
  4571     4.571000  0.366228605  0.000082239 -0.234176165  0.972194180  0.000000000000000000 -30.858032905  -5.542800000  30.858032905  0.000000324179115   103.286774  5.542800000000625 
  4572     4.572000  0.366310844  0.000082274 -0.233946143  0.972249557  0.000000000000000000 -30.856275294  -5.557700000  30.856275294  0.000000324373139   103.155010  5.557700000000665 
  4573     4.573000  0.366393119  0.000082309 -0.233716250  0.972304846  0.000000000000056843 -30.854520688  -5.557700000  30.854520688  0.000000324567627   103.023231  5.557700000000665 
  4574     4.574000  0.366475428  0.000082344 -0.233486485  0.972360047  0.000000000000000000 -30.852769080  -5.557700000  30.852769080  0.000000324762608   102.891437  5.557700000000665 
  4575     4.575000  0.366557772  0.000082380 -0.233256847  0.972415160  0.000000000000000000 -30.851020463  -5.557700000  30.851020463  0.000000324958063   102.759629  5.557700000000665 
  4576     4.576000  0.366640152  0.000082415 -0.233027336  0.972470185  0.000000000000000000 -30.849274831  -5.572620000  30.849274831  0.000000325154005   102.627806  5.572620000002360 
  4577     4.577000  0.366722567  0.000082450 -0.232797953  0.972525122  0.000000000000000000 -30.847532177  -5.572620000  30.847532177  0.000000325350415   102.495969  5.572620000002360 
  4578     4.578000  0.366805017  0.000082485 -0.232568695  0.972579972  0.000000000000000000 -30.845792494  -5.572620000  30.845792494  0.000000325547317   102.364117  5.572620000002360 
  4579     4.579000  0.366887502  0.000082521 -0.232339565  0.972634734  0.000000000000000000 -30.844055777  -5.572620000  30.844055777  0.000000325744694   102.232252  5.572620000002360 
  4580     4.580000  0.366970023  0.000082556 -0.232110560  0.972689410  0.000000000000000000 -30.842322017  -5.587560000  30.842322017  0.000000325942563   102.100373  5.587560000002156 
  4581     4.581000  0.367052580  0.000082592 -0.231881681  0.972743998  0.000000000000000000 -30.840591209  -5.587560000  30.840591209  0.000000326140928   101.968480  5.587560000002156 
  4582     4.582000  0.367135172  0.000082628 -0.231652927  0.972798500  0.000000000000000000 -30.838863346  -5.587560000  30.838863346  0.000000326339767   101.836573  5.587560000002156 
  4583     4.583000  0.367217799  0.000082663 -0.231424299  0.972852915  0.000000000000000000 -30.837138422  -5.587560000  30.837138422  0.000000326539111   101.704653  5.587560000002156 
  4584     4.584000  0.367300462  0.000082699 -0.231195795  0.972907243  0.000000000000000000 -30.835416430  -5.602520000  30.835416430  0.000000326738943   101.572720  5.602520000003608 
  4585     4.585000  0.367383161  0.000082735 -0.230967416  0.972961486  0.000000000000000000 -30.833697363  -5.587560000  30.833697363  0.000000326939262   101.440773  5.587560000002156 
  4586     4.586000  0.367465896  0.000082771 -0.230739161  0.973015642 -0.000000000000056843 -30.831981216  -5.602520000  30.831981216  0.000000327140093   101.308813  5.602520000003608 
  4587     4.587000  0.367548667  0.000082807 -0.230511029  0.973069712  0.000000000000000000 -30.830267982  -5.617500000  30.830267982  0.000000327341401   101.176841  5.617500000003162 
  4588     4.588000  0.367631473  0.000082843 -0.230283022  0.973123697  0.000000000000000000 -30.828557654  -5.602520000  30.828557654  0.000000327543215   101.044855  5.602520000003608 
  4589     4.589000  0.367714316  0.000082879 -0.230055138  0.973177596  0.000000000000056843 -30.826850226  -5.617500000  30.826850226  0.000000327745540   100.912857  5.617500000003162 
  4590     4.590000  0.367797195  0.000082915 -0.229827376  0.973231410  0.000000000000056843 -30.825145692  -5.617500000  30.825145692  0.000000327948366   100.780846  5.617500000003162 
  4591     4.591000  0.367880110  0.000082951 -0.229599738  0.973285138  0.000000000000056843 -30.823444044  -5.617500000  30.823444044  0.000000328151672   100.648823  5.617500000003162 
  4592     4.592000  0.367963061  0.000082987 -0.229372221  0.973338782  0.000000000000000000 -30.821745278  -5.632500000  30.821745278  0.000000328355504   100.516788  5.632500000004370 
  4593     4.593000  0.368046048  0.000083024 -0.229144827  0.973392340  0.000000000000056843 -30.820049386  -5.632500000  30.820049386  0.000000328559856   100.384740  5.632500000004370 
  4594     4.594000  0.368129072  0.000083060 -0.228917555  0.973445814  0.000000000000000000 -30.818356363  -5.632500000  30.818356363  0.000000328764682   100.252681  5.632500000004370 
  4595     4.595000  0.368212132  0.000083097 -0.228690404  0.973499203  0.000000000000000000 -30.816666201  -5.632500000  30.816666201  0.000000328970027   100.120609  5.632500000004370 
  4596     4.596000  0.368295228  0.000083133 -0.228463374  0.973552508  0.000000000000000000 -30.814978895  -5.632500000  30.814978895  0.000000329175898    99.988526  5.632500000004370 
  4597     4.597000  0.368378361  0.000083170 -0.228236465  0.973605729  0.000000000000056843 -30.813294438  -5.647520000  30.813294438  0.000000329382269    99.856432  5.647520000003681 
  4598     4.598000  0.368461531  0.000083206 -0.228009677  0.973658866  0.000000000000000000 -30.811612825  -5.647520000  30.811612825  0.000000329589166    99.724326  5.647520000003681 
  4599     4.599000  0.368544738  0.000083243 -0.227783009  0.973711919  0.000000000000000000 -30.809934048  -5.647520000  30.809934048  0.000000329796573    99.592208  5.647520000003681 
  4600     4.600000  0.368627981  0.000083280 -0.227556461  0.973764888  0.000000000000000000 -30.808258102  -5.662560000  30.808258102  0.000000330004511    99.460080  5.662560000004646 
  4601     4.601000  0.368711261  0.000083317 -0.227330033  0.973817774 -0.000000000000056843 -30.806584980  -5.647520000  30.806584980  0.000000330212941    99.327940  5.647520000003681 
  4602     4.602000  0.368794578  0.000083354 -0.227103723  0.973870576  0.000000000000000000 -30.804914677  -5.662560000  30.804914677  0.000000330421919    99.195790  5.662560000004646 
  4603     4.603000  0.368877931  0.000083391 -0.226877534  0.973923295  0.000000000000000000 -30.803247186  -5.677620000  30.803247186  0.000000330631409    99.063629  5.677620000003714 
  4604     4.604000  0.368961322  0.000083428 -0.226651462  0.973975931 -0.000000000000056843 -30.801582501  -5.662560000  30.801582501  0.000000330841428    98.931457  5.662560000004646 
  4605     4.605000  0.369044750  0.000083465 -0.226425510  0.974028484  0.000000000000000000 -30.799920616  -5.677620000  30.799920616  0.000000331051960    98.799275  5.677620000003714 
  4606     4.606000  0.369128215  0.000083502 -0.226199675  0.974080955  0.000000000000000000 -30.798261525  -5.677620000  30.798261525  0.000000331263042    98.667083  5.677620000003714 
  4607     4.607000  0.369211718  0.000083540 -0.225973958  0.974133343  0.000000000000000000 -30.796605221  -5.677620000  30.796605221  0.000000331474635    98.534880  5.677620000003714 
  4608     4.608000  0.369295257  0.000083577 -0.225748359  0.974185649  0.000000000000000000 -30.794951699  -5.677620000  30.794951699  0.000000331686758    98.402668  5.677620000003714 
  4609     4.609000  0.369378834  0.000083614 -0.225522878  0.974237872  0.000000000000000000 -30.793300953  -5.692700000  30.793300953  0.000000331899430    98.270445  5.692700000004436 
  4610     4.610000  0.369462449  0.000083652 -0.225297513  0.974290014  0.000000000000056843 -30.791652976  -5.692700000  30.791652976  0.000000332112622    98.138213  5.692700000004436 
  4611     4.611000  0.369546100  0.000083690 -0.225072264  0.974342073  0.000000000000000000 -30.790007763  -5.692700000  30.790007763  0.000000332326368    98.005971  5.692700000004436 
  4612     4.612000  0.369629790  0.000083727 -0.224847133  0.974394051  0.000000000000000000 -30.788365307  -5.707800000  30.788365307  0.000000332540644    97.873720  5.707800000003260 
  4613     4.613000  0.369713517  0.000083765 -0.224622117  0.974445947  0.000000000000056843 -30.786725603  -5.692700000  30.786725603  0.000000332755458    97.741459  5.692700000004436 
  4614     4.614000  0.369797282  0.000083803 -0.224397217  0.974497762  0.000000000000000000 -30.785088644  -5.707800000  30.785088644  0.000000332970801    97.609190  5.707800000003260 
  4615     4.615000  0.369881085  0.000083841 -0.224172433  0.974549496  0.000000000000000000 -30.783454425  -5.707800000  30.783454425  0.000000333186721    97.476911  5.707800000003260 
  4616     4.616000  0.369964925  0.000083878 -0.223947763  0.974601149  0.000000000000000000 -30.781822940  -5.722920000  30.781822940  0.000000333403150    97.344623  5.722920000003739 
  4617     4.617000  0.370048804  0.000083916 -0.223723209  0.974652721  0.000000000000000000 -30.780194182  -5.707800000  30.780194182  0.000000333620150    97.212327  5.707800000003260 
  4618     4.618000  0.370132720  0.000083955 -0.223498769  0.974704212  0.000000000000000000 -30.778568146  -5.722920000  30.778568146  0.000000333837678    97.080022  5.722920000003739 
  4619     4.619000  0.370216675  0.000083993 -0.223274444  0.974755622  0.000000000000000000 -30.776944826  -5.738060000  30.776944826  0.000000334055791    96.947708  5.738060000002321 
  4620     4.620000  0.370300667  0.000084031 -0.223050232  0.974806952  0.000000000000000000 -30.775324216  -5.722920000  30.775324216  0.000000334274437    96.815386  5.722920000003739 
  4621     4.621000  0.370384698  0.000084069 -0.222826134  0.974858202  0.000000000000056843 -30.773706310  -5.738060000  30.773706310  0.000000334493618    96.683056  5.738060000002321 
  4622     4.622000  0.370468767  0.000084108 -0.222602150  0.974909372  0.000000000000000000 -30.772091103  -5.738060000  30.772091103  0.000000334713376    96.550718  5.738060000002321 
  4623     4.623000  0.370552875  0.000084146 -0.222378279  0.974960461  0.000000000000056843 -30.770478588  -5.738060000  30.770478588  0.000000334933698    96.418373  5.738060000002321 
  4624     4.624000  0.370637021  0.000084184 -0.222154520  0.975011471  0.000000000000000000 -30.768868760  -5.738060000  30.768868760  0.000000335154565    96.286019  5.738060000002321 
  4625     4.625000  0.370721206  0.000084223 -0.221930874  0.975062402  0.000000000000000000 -30.767261612  -5.753220000  30.767261612  0.000000335376011    96.153658  5.753220000002557 
  4626     4.626000  0.370805429  0.000084262 -0.221707340  0.975113253  0.000000000000000000 -30.765657140  -5.753220000  30.765657140  0.000000335598003    96.021289  5.753220000002557 
  4627     4.627000  0.370889690  0.000084300 -0.221483918  0.975164024  0.000000000000000000 -30.764055337  -5.753220000  30.764055337  0.000000335820573    95.888913  5.753220000002557 
  4628     4.628000  0.370973991  0.000084339 -0.221260608  0.975214716  0.000000000000000000 -30.762456198  -5.753220000  30.762456198  0.000000336043695    95.756530  5.753220000002557 
  4629     4.629000  0.371058330  0.000084378 -0.221037409  0.975265330  0.000000000000000000 -30.760859717  -5.768400000  30.760859717  0.000000336267396    95.624140  5.768400000000895 
  4630     4.630000  0.371142708  0.000084417 -0.220814321  0.975315864  0.000000000000056843 -30.759265888  -5.768400000  30.759265888  0.000000336491671    95.491743  5.768400000000895 
  4631     4.631000  0.371227125  0.000084456 -0.220591344  0.975366320  0.000000000000000000 -30.757674705  -5.768400000  30.757674705  0.000000336716527    95.359339  5.768400000000895 
  4632     4.632000  0.371311581  0.000084495 -0.220368477  0.975416698  0.000000000000000000 -30.756086164  -5.783600000  30.756086164  0.000000336941928    95.226929  5.783600000000888 
  4633     4.633000  0.371396077  0.000084534 -0.220145721  0.975466997  0.000000000000056843 -30.754500257  -5.768400000  30.754500257  0.000000337167929    95.094512  5.768400000000895 
  4634     4.634000  0.371480611  0.000084574 -0.219923074  0.975517217  0.000000000000000000 -30.752916980  -5.783600000  30.752916980  0.000000337394507    94.962089  5.783600000000888 
  4635     4.635000  0.371565185  0.000084613 -0.219700537  0.975567360  0.000000000000000000 -30.751336326  -5.783600000  30.751336326  0.000000337621652    94.829660  5.783600000000888 
  4636     4.636000  0.371649797  0.000084652 -0.219478109  0.975617425  0.000000000000000000 -30.749758291  -5.798820000  30.749758291  0.000000337849387    94.697225  5.798820000000759 
  4637     4.637000  0.371734450  0.000084692 -0.219255790  0.975667412  0.000000000000056843 -30.748182869  -5.798820000  30.748182869  0.000000338077712    94.564784  5.798820000000759 
  4638     4.638000  0.371819142  0.000084731 -0.219033579  0.975717321  0.000000000000000000 -30.746610053  -5.798820000  30.746610053  0.000000338306624    94.432338  5.798820000000759 
  4639     4.639000  0.371903873  0.000084771 -0.218811477  0.975767153  0.000000000000000000 -30.745039839  -5.798820000  30.745039839  0.000000338536130    94.299885  5.798820000000759 
  4640     4.640000  0.371988644  0.000084811 -0.218589484  0.975816908  0.000000000000000000 -30.743472221  -5.798820000  30.743472221  0.000000338766214    94.167428  5.798820000000759 
  4641     4.641000  0.372073455  0.000084850 -0.218367597  0.975866585  0.000000000000000000 -30.741907193  -5.814060000  30.741907193  0.000000338996889    94.034965  5.814060000000509 
